en,ks,domain
"Separate affidavits declaring that they do not have any living spouses at the time of the marriage must be notarised beforehand and submitted.","الگ الگ حلف نامہٕ یِم یہِ بیان چھِ کران زِ کھانٛدرٕ وِزِ اوس نہٕ یِمَن نِش کانٛہہ زنٛدٕ بٲژ،گۄڈے نوٹریز کٔرتھ جمع کرُن۔","conversation"
"Is there any time duration within which one must have their marriage registered?","کیٛاہ کانٛہہ مُقرر وقت چھا یتھ انٛدر تِہُنٛد کھانٛدر رجسٹر کرُن ضروری چھُ؟","conversation"
"Who can be a witness to the registration of the marriage?","نکاحٕ چہ رجسٹریشن ہُنٛد گواہ کُس ہیکہِ ٲسِتھ؟","conversation"
"Under the Hindu Marriage Act, you need to register your marriage within one month of the wedding ceremony.","ہندو میرج ایکٹَس تحت پیٚیو تۄہہِ کھانٛدرٕ پتہٕ ریتَس انٛدر انٛدر پنُن کھانٛدر رجسٹر کرُن۔","conversation"
"Both the bride and the groom sign the registers in the presence of three witnesses.","مہراز تہٕ مہرِنۍ دۄشوٕنی چھِ ترٛین گواہَن ہنزِ موجودگی منٛز رجسٹرَس پیٹھ دستخط کران۔","conversation"
"Parents or guardians of each party should be present during the registration.","رجسٹریشن دوران گٔژھ دۄشوٕنی پارٹیَن ہِنٛدۍ مٲلۍ ماجہِ یا سرپرست موجود آسٕنۍ۔","conversation"
"Which documents will be required for the affidavit?","اَمہِ حلف نامہٕ باپت کم ڈاکیمنٹ چھِ ضرورت؟","conversation"
"The application form, ID proof, proof of address, proof of birth date, two passport photos of the bride and the groom are compulsorily needed.","درخاست فارم، شنٲختی ثبوٗت، پتہ ہُک ثبوٗت، تٲریخ پیدٲیِش ہُنٛد ثبوٗت، مہرازٕ تہٕ مہرِنہِ ہِنٛدِ پاسپورٹ سایزٕکۍ زٕ فوٹو چھِ لٲزمی۔","conversation"
"In case of a divorcee or a widow/widower, the divorce decree or the death certificate of the previous spouse is required.","طلاق شُدٕ یا مۄنٛڈ/مۄنٛڈ صوٗرتَس منٛز چھُ طلاقُک حکم نامہٕ یا سٲبقہ ​​بٲژ سٕنٛز ڈیتھ سرٹیفکیٹ ضرورت۔","conversation"
"Hello, this is my first time applying for an e-visa.","مےٚ چھُ گۄڈٕنِچہِ لَٹہِ ای ویزا باپت اپلاے کرُن۔","conversation"
"I was hoping you could tell me what documents I need to apply.","بہ چھس زانن یژھان زِ تُہۍ ونِو مےٚ کم ڈاکمینٹ چھِ ضرررت ایپلاے کرنہٕ باپت۔","conversation"
"Of course, I am glad you called me.","کیٛازٕ نہٕ، بہٕ چھُس خوش زِ تۄہہِ وونُوٕ مےٚ۔","conversation"
"May I ask which country you need a visa for?","بہٕ ہیکا پرٛیژھِتھ زِ تۄہہِ کَمہِ مُلکہٕ باپت چھُ ویٖزا ضرورت؟","conversation"
"I need a tourist visa for India.","مےٚ گژھِ ہندوستان باپت ٹوٗریسٹ ویٖزا۔","conversation"
"I'll be visiting for a week.","مےٚ چھُ اکہ ہفتہ باپت گژھُن۔","conversation"
"Ok, the most important document you need is a passport.","ٹھیٖک چھُ، ساروٕے کھۄتہٕ اَہم ڈاکمینٹ یُس تۄہہِ ضروٗرت چھُ سُہ چھُ پاسپورٹ۔","conversation"
"You need to ensure that the passport is valid for at least six months on the expected date of arrival in India.","تۄہہِ چھُو وُچھُن زِ پاسپورٹ چھا ہندوستان واتنہٕ کِس تٲریخَس تام کم از کم شین ہفتَن کیُت ویلڈ۔","conversation"
"We get a lot of cases that are rejected just for this reason.","اَسہِ چھِ واریٛاہ یِتھۍ کیس یِوان، یِم اَمی اَکہِ وجہ کِنۍ رَد چھِ گژھان۔","conversation"
"Yes, I already checked my passport validity, and it complies with what you just said.","آ، مےٚ کٔر گۄڈَے پنٕنۍ پاسپورٹ ویلڈٹی چیک، تہٕ یہِ چھِ تُہنٛدِس وننَہ مطٲبِق۔","conversation"
"Is there anything else I need?","بیٚیہ چھا کینٛہہ مےٚ ضرورت؟","conversation"
"Ok, that's good then.","ٹھیٖک چھُ، تیٚلہِ چھُ اصل۔","conversation"
"The next thing you need is a valid email ID.","بیٛاکھ چیٖز یُس تۄہہِ ضروٗرت چھُو سُہ چھُ ویلڈ ای میل آیی ڈی۔","conversation"
"Please be careful about this too, as when an Indian visa has been processed and approved, it will be sent directly to the email address given on the application.","مہربٲنی کٔرِتھ تھٲیزیو امیُک تہِ دیان، تِکیٛازِ ییٚلہِ ہندوستٲنۍ ویٖزاہَس پیٹھ کاروٲیی تہٕ منظوٗری گژھِ، تیٚلہِ یِیہِ یہِ سیودُۍ درخاستَس پیٹھ دِتۍمتِس ای میل ایڈریسَس پیٹھ سوزنہٕ۔","conversation"
"Is it okay if I use an official ID and not a personal one?","یہِ چھُ ٹھیک ۔اگر بہٕ آفیشل آیی ڈی استعمال کرٕ تہٕ ذٲتی نہٕ کینٛہہ؟","conversation"
"I don't check the mails on my personal ID very often.","بہٕ چھَس نہٕ اکثر پننِس ذٲتی آیی ڈی یَس پیٹھ میل چیٚک کران۔","conversation"
"That does not matter.","تَمہِ سۭتۍ پیٚیہِ نہٕ کانٛہہ فرق۔","conversation"
"The e-mail address needs to be active, that's all.","ای میل ایڈرَس گژھِ ایکٹو آسُن بَس۔","conversation"
"Are these the only things that I require?","کیٛاہ یِمٔۍ چیٖز چھےٚ یِم مےٚ ضروٗرت چھِ؟","conversation"
"There are also e-visa India evidence requirements that are needed to obtain the authorization to travel to India.","ای ویٖزا انڈیا ثبوٗتَن ہُند ضروٗرت تہِ چھِ، یِم ہندوستان گژھنک اجازت حٲصل کرنہٕ باپت ضرورت چھِ پیوان۔","conversation"
"Applicants are required to submit a scanned color copy of the first page or the biographical page of their valid passport.","ایپلکینٹَن چھِ پننین صحیح پاسپورٹ کِس گۄڈنکِس صفحس یا ذٲتی صفحُک سکین کلر کاپی جمع کرنک ضرورت پیوان۔","conversation"
"Each applicant must also submit a recent passport-style, color photo","پرٛیتھ أکِس ایپلکینٹَس چھُ حالٕے پاسپورٹ سٹایِل، رنگین فوٹو تہِ جمع کرُن۔","conversation"
"That is quite a lot of specifications.","یِم چھِ واریٛاہ چیز۔","conversation"
"I'll note it down so I don't forget.","بہٕ لیکھہٕ یِم تاکہ مےٚ گژھَن نہٕ مشِتھ۔","conversation"
"That's a good idea.","یہِ چھُ جان۔","conversation"
"You also need a debit or credit card.","تۄہہِ پیٚیو ڈیبٹ یا کریڈٹ کاردُک تہِ ضرورت۔","conversation"
"Ok, I have one in my possession.","ٹھیٖک چھُ، مےٚ چھُ اکھ۔","conversation"
"Is it okay if I call again in case I have other doubts?","اگر مےٚ کینٛہہ آسہِ پرٛیژھُن، بہٕ ہیکہ بیٚیہِ فون کٔرِتھ؟","conversation"
"Of course, feel free to contact us in case of any queries.","کیٛازِ نہٕ، تُہۍ ہیٚکِو اَسہِ سۭتۍکُنہِ تہِ سوال باپت رابطہٕ کٔرِتھ۔","conversation"
"I have to take a Foreign language from this year.","مےٚ چھِ یمہِ ؤرۍ یہِ پیٹھ فاریِن زبان ہیٚچھٕنۍ۔","conversation"
"I'm not sure which one to take.","مےٚ چھُنہٕ سہی کوٚسہ اکھ۔","conversation"
"There are too many options.","اتہ چھِ واریٛاہ آپشن","conversation"
"Frankly, I am confused.","پٔز پٲٹھۍ بہٕ چھُس دُلہٕ مُلَس منٛز۔","conversation"
"Which language do you think I should take?","ژےٚ کیٛا باسان مےٚ کوٚس زبان پَزِ ہیٚچھٕنۍ۔","conversation"
"I would suggest picking one that you like.","میون مَشوَرٕ چھُ ز ژٕ ہیٚچھ سوٚ زَبان یوٚس ژےٚ خۄش گژھی۔","conversation"
"That way, you will have an interest in learning it.","یتھ کٔنۍ روزی ژےٚ یہ ہیٚچھنَس مَنٛز دِلچَسپی۔","conversation"
"Also, you won't feel like feeling forced learning it.","بییٚہِ باسی نہٕ ژےٚ پَنُن پان یہِ ہیٚچھنہٕ باپت مجبوٗر۔","conversation"
"That is the problem.","یۄہے چھُ مسلہٕ۔","conversation"
"I think I like every language.","مےٚ چھُ باسان مےٚ چھِ سارے زبانہٕ پسنٛد۔","conversation"
"If I had an option, I would have taken them all.","اگر مےٚ آپشن آسِہا، بہٕ ہیٚچھہا سارے۔","conversation"
"For next year, I can only take one.","بییٚہِ ورۍ یہِ خٲطرٕ ہیٚکہٕ بہٕ صرف اکھ رٔٹِتھ۔","conversation"
"Then I would suggest taking a language most beneficial for you.","تیٚلہِ چھُی میون مشورٕ زِ ژٕ ہیٚچھ سۄ زَبان یۄسہٕ چانہِ خٲطرٕ ساروے کھۄتہٕ فٲیدٕ منٛد چھِ۔","conversation"
"One that will be of help in the future.","سۄ اکھ یوٚس ژےٚ برٛونٛہہ کُن بَکار لگی۔","conversation"
"Have you decided what you want to be in the future?","ژےٚ چھُ تھا فٲصلہٕ کوٚرمُت ژےٚ کیٛا چھُی مُستَقبٕلَس مَنٛز بَنُن۔","conversation"
"I haven't decided anything of that sort.","مےٚ چھُنہٕ امہِ قٕسٕمُک کینٛہہ تہِ فٲصلہٕ کوٚرمُت۔","conversation"
"Can you tell me which language is beneficial for which fields?","کیٚا ژٕ ہیٚکہ کھا مےٚ ؤنِتھ زِ کۄس زَبان کمَن شُعبن ہندِ باپت چھےٚ فٲیدٕ منٛد۔","conversation"
"It will be really helpful for me to choose later.","امہِ سۭتۍ میلہِ مےٚ برونٛہہ کُن ژارنس مَنٛز مدد۔","conversation"
"If you want to take up literature, French would be the best for that.","اگر ژٕ لیٚٹریچر چھُکھ یژھان پَرُن، تمہِ خٲطرٕ چھُ فریٚنچ ساروی کھۄتہٕ جان۔","conversation"
"There are lots of literature works that you can read.","واریٛاہ لٹریچر کامہِ چھِ یِم ژٕ پٔرِتھ ہیٚککھ۔","conversation"
"If you want to step into entertainment field, Korean is gonna help.","اگر ژٕ تفریحی شعبَس مَنٛز چھُکھ یژھان گژھُن، تیٚلہِ کَرِ ی کورِیَن مدد۔","conversation"
"K-pop and K-dramas are gaining a lot of popularity these days.","کے-پاپ تہٕ کے-ڈراما چھِ از کل سیٹھاہ مشہوٗر۔","conversation"
"Spanish would be really useful for tourism.","سپینوی چھِ پٔزۍ پٲٹھۍ ٹورِزم باپت مدد گار۔","conversation"
"These all sound wonderful.","یِم چھِ سٲری حٲران کُن باسان۔","conversation"
"I think I would be taking science for my further studies.","مےٚ چھُ باسان بہٕ پرٕ برونٛہہ کُن سائنس۔","conversation"
"Which all languages are best for scientific studies?","کم زَبانہٕ چھِ سائنس پرنہٕ باپت ساروے کھۄتہٕ جان۔","conversation"
"German would be the best language for you.","جرمَن زَبان چھِ چانہِ باپت ساروے کھۄتہٕ جان۔","conversation"
"As most of the early scientific documents were written in German, it will be really helpful.","تِکیٛازِ زیٛادٕ تر شُروٗع وٲتی سائنسی دستاویز ٲسۍ جرمنَس مَنٛز لیٚکھنہٕ آمٕتۍ، یہِ روزِ پٔز پٲٹھۍ مدد گار۔","conversation"
"Moreover, there are a lot of further studies opportunities in Germany.","اَمِہ علاوٕ، جرمنِیَس مَنٛز چھِ مزید پرنٕکۍ واریٛاہ موقعہٕ۔","conversation"
"But, if you want to go into technologies, I think it would be better to take up Chinese.","مگر، اگر ژٕ ٹیکنالوجی مَنٛز چھُکھ یژھان گژھُن، میانہِ حسابہٕ چھِ چینی زَبان ہیٚچھٕنۍ بہتر۔","conversation"
"You will need it to catch up with the pace they are inventing technologies.","یتھ رفتارَس مَنٛز تِم ٹیکنالوجی چھِ ایجاد کران، ژےٚ پییی میُک ضرورت۔","conversation"
"I am sure this will be helpful for me to choose in the future.","مےٚ چھُ یقین زِ یہِ گژھہِ میانہِ باپت مستقبلَس مَنٛز ژارنس منز مدد گار ثٲبِت۔","conversation"
"Good morning to all my dear students.","میٛانٮ۪ن سارِنٕیہ ٹاٹھٮ۪ن شُرٮ۪ن چھےٚ میٛٲنۍ سلام۔","conversation"
"Hope you all are doing fine.","مےٚ چھےٚ وۄمید توہہِ ٲسِو وارٕ پٲٹھہِ ۔","conversation"
"Do you remember how we started talking about rivers in our last class?","تۄہہِ چھُوٕ یاد اسہِ کِتھ پٲٹھہ كٕر پتِمِس سبق پرنس منز درِیاون پیٹھ كتھ شروع ؟","conversation"
"Can you tell me what you know about some of the well known rivers of our country, with some unique features?","تُوہہِ ہیٚکِوٕ مےٚ ؤنِتھ تۄہہِ کیٛاہ چھوٕ سانہِ مُلکہٕ کٮ۪ن كین٘ہہ خصوٗصیات تھون والین مہشوٗر درِیاون متعلق پتاہ ؟","conversation"
"Good Morning, miss Lea!","صٖبحچہِ سلام مِس لیا!","conversation"
"I remember a few rivers from the last class.","مےٚ چھِ پٔتمہِ سبق پرنٕ منٛزٕ کٮ۪نٛہہ درِیاو یاد۔","conversation"
"We started with the river Ganga, also called Ganges, which is the longest river of India, it has a lot of religious significance, but at the same time, it is also one of the highly polluted rivers.","اسہِ کوٚر گنٛگا دٔریاو پیٹھہ شروٗع یتھ گینجز تہٕ ونان چھِ ، یُس ہندوستانُک سارِوٕیہ کھۄتہٕ زیوٗٹھ دٔریاب چھُ ، اتھ چھےٚ واریاہ مذہبی اہمیت، مگر سٕتی چھٗ یہِ سیٹھاہ اولوٗدٕ دٔریاوو منٛزٕ اکھ ۔","conversation"
